Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.13193E-4,43.040636775,0.714263036,0.142716244,0.402985075,0.393939394
3.14646E-4,43.260450672,0.715919806,0.142025841,0.407960199,0.409090909
3.15414E-4,43.51256727,0.71679032,0.141236808,0.407960199,0.409090909
3.16229E-4,43.828468427,0.717712515,0.140250518,0.407960199,0.409090909
3.17075E-4,44.018577429,0.71866588,0.139658743,0.407960199,0.409090909
3.1785E-4,44.304340994,0.719536302,0.138771082,0.407960199,0.409090909
3.19082E-4,44.527310286,0.720914779,0.138080679,0.412935323,0.409090909
3.19707E-4,44.750884382,0.721612305,0.137390275,0.417910448,0.409090909
3.20274E-4,45.006894376,0.722243209,0.136601243,0.417910448,0.409090909
3.21119E-4,45.263640041,0.723180048,0.13581221,0.422885572,0.409090909
3.22212E-4,45.520972384,0.724386909,0.135023178,0.427860697,0.409090909
3.23365E-4,45.779195667,0.725655509,0.134234145,0.432835821,0.409090909
3.24299E-4,46.005915381,0.726678985,0.133543742,0.432835821,0.409090909
3.25784E-4,46.265895488,0.728297242,0.13275471,0.437810945,0.409090909
3.27116E-4,46.559682252,0.729740811,0.131867048,0.437810945,0.409090909
3.27737E-4,46.756127043,0.730411644,0.131275274,0.447761194,0.409090909
3.28943E-4,47.018836624,0.731708342,0.130486241,0.452736318,0.409090909
3.30529E-4,47.282712195,0.733404973,0.129697209,0.452736318,0.409090909
3.31132E-4,47.547379812,0.734047418,0.128908176,0.457711443,0.409090909
3.31758E-4,47.779358788,0.734712243,0.128217773,0.462686567,0.409090909
3.32156E-4,48.011764607,0.735134704,0.12752737,0.462686567,0.409090909
3.32751E-4,48.344156102,0.735763829,0.126541079,0.467661692,0.409090909
3.33105E-4,48.510638526,0.736138081,0.126047934,0.467661692,0.409090909
3.33609E-4,48.777403899,0.736669601,0.125258901,0.47761194,0.409090909
3.34372E-4,49.011330594,0.737471951,0.124568498,0.47761194,0.409090909
3.35193E-4,49.279190391,0.738332377,0.123779465,0.47761194,0.409090909
3.36142E-4,49.51429987,0.739323702,0.123089062,0.482587065,0.409090909
3.37041E-4,49.81732304,0.74025893,0.122201401,0.482587065,0.409090909
3.37681E-4,50.053521345,0.740923191,0.121510997,0.482587065,0.409090909
3.38017E-4,50.256211318,0.741271483,0.120919223,0.482587065,0.409090909
3.38563E-4,50.526818969,0.741835273,0.12013019,0.487562189,0.409090909
3.38994E-4,50.763993376,0.74228069,0.119439787,0.492537313,0.409090909
3.39667E-4,51.001512277,0.742973179,0.118749384,0.492537313,0.409090909
3.41169E-4,51.274074306,0.744512862,0.117960351,0.507462687,0.409090909
3.41587E-4,51.513072109,0.744939647,0.117269948,0.507462687,0.409090909
3.42236E-4,51.78660325,0.745600726,0.116480915,0.507462687,0.409090909
3.42724E-4,52.026407871,0.746096658,0.115790512,0.507462687,0.409090909
3.43362E-4,52.253067965,0.746743948,0.115100108,0.507462687,0.409090909
3.44824E-4,52.576349359,0.748220146,0.114212447,0.507462687,0.424242424
3.45827E-4,52.783662589,0.749228314,0.113620673,0.517412935,0.424242424
3.4632E-4,53.02593677,0.749721876,0.112930269,0.532338308,0.424242424
3.47536E-4,53.268792561,0.750936847,0.112239866,0.532338308,0.439393939
3.48297E-4,53.512258627,0.751693397,0.111549462,0.537313433,0.439393939
3.48761E-4,53.756230905,0.752154421,0.110859059,0.537313433,0.439393939
3.50105E-4,54.000835215,0.753482712,0.110168656,0.537313433,0.439393939
3.5075E-4,54.281094912,0.754117705,0.109379623,0.542288557,0.46969697
3.51953E-4,54.632806238,0.755298611,0.108393333,0.542288557,0.46969697
3.52355E-4,54.773694386,0.755691612,0.107998816,0.542288557,0.46969697
3.5281E-4,55.055841637,0.75613563,0.107209784,0.547263682,0.46969697
3.53258E-4,55.267655459,0.756571739,0.10661801,0.547263682,0.46969697
3.53695E-4,55.515111562,0.756997396,0.105927606,0.547263682,0.46969697
3.54487E-4,55.798490729,0.75776539,0.105138574,0.55721393,0.46969697
3.55202E-4,56.01138334,0.758457622,0.104546799,0.562189055,0.484848485
3.55448E-4,56.260105262,0.758695434,0.103856396,0.562189055,0.484848485
3.55781E-4,56.544598284,0.759015794,0.103067364,0.567164179,0.484848485
3.56142E-4,56.758186718,0.759364167,0.102475589,0.567164179,0.484848485
3.56805E-4,57.007713542,0.760001288,0.101785186,0.572139303,0.484848485
3.5743E-4,57.257688615,0.760600566,0.101094783,0.577114428,0.484848485
3.58152E-4,57.543959131,0.761290288,0.10030575,0.577114428,0.484848485
3.58947E-4,57.75905736,0.762048864,0.099713976,0.577114428,0.5
3.60011E-4,58.010827175,0.763059054,0.099023572,0.577114428,0.5
3.60573E-4,58.263092891,0.763591229,0.098333169,0.577114428,0.5
3.61047E-4,58.51566361,0.764039228,0.097642766,0.577114428,0.5
3.62105E-4,58.76896509,0.765035614,0.096952362,0.577114428,0.515151515
3.63017E-4,59.022706882,0.765890632,0.096261959,0.577114428,0.515151515
3.63838E-4,59.277189001,0.766658395,0.095571555,0.577114428,0.53030303
3.64669E-4,59.532125343,0.767432588,0.094881152,0.577114428,0.53030303
3.65395E-4,59.751206882,0.768106896,0.094289378,0.577114428,0.53030303
3.65733E-4,60.007114745,0.76841986,0.093598974,0.577114428,0.53030303
3.6615E-4,60.263289551,0.768806063,0.092809942,0.577114428,0.53030303
3.66575E-4,60.51976368,0.769199087,0.092218167,0.587064677,0.53030303
3.68179E-4,60.777031867,0.77067495,0.091527764,0.587064677,0.53030303
3.68751E-4,61.035005131,0.771199,0.090837361,0.587064677,0.53030303
3.69364E-4,61.256387297,0.771758866,0.090245586,0.60199005,0.53030303
3.69975E-4,61.515180735,0.772315883,0.089555183,0.60199005,0.53030303
3.70457E-4,61.774401596,0.772754728,0.08886478,0.606965174,0.53030303
3.71399E-4,62.01989358,0.773609441,0.088174376,0.606965174,0.53030303
3.72531E-4,62.29455251,0.774632477,0.087483973,0.606965174,0.545454545
3.74074E-4,62.518724489,0.776018771,0.086892198,0.606965174,0.545454545
3.74393E-4,62.780713191,0.776304726,0.086201795,0.606965174,0.545454545
3.74864E-4,63.005537781,0.776725666,0.085610021,0.606965174,0.545454545
3.75816E-4,63.268262773,0.777573665,0.084919617,0.606965174,0.545454545
3.76207E-4,63.531472933,0.777921778,0.084229214,0.606965174,0.545454545
3.76788E-4,63.795075705,0.778436675,0.083538811,0.606965174,0.545454545
3.7728E-4,64.021261469,0.778872322,0.082947036,0.611940299,0.545454545
3.77862E-4,64.285524947,0.779386475,0.082256633,0.616915423,0.545454545
3.78232E-4,64.51238139,0.779713133,0.081664858,0.616915423,0.545454545
3.79181E-4,64.77763339,0.780547237,0.080974455,0.616915423,0.560606061
3.7975E-4,65.005368473,0.781045882,0.080382681,0.616915423,0.560606061
3.8056E-4,65.271430933,0.781754908,0.079692277,0.616915423,0.560606061
3.81464E-4,65.500033342,0.782542441,0.079100503,0.621890547,0.560606061
3.82259E-4,65.767317509,0.783232164,0.0784101,0.631840796,0.560606061
3.833E-4,66.035371129,0.784133654,0.077719696,0.631840796,0.560606061
3.84018E-4,66.265587235,0.784752574,0.077127922,0.631840796,0.560606061
3.8493E-4,66.57324875,0.785536335,0.076338889,0.631840796,0.560606061
3.85321E-4,66.76584175,0.785871105,0.075845744,0.63681592,0.560606061
3.86382E-4,67.036143635,0.786778016,0.075155341,0.63681592,0.560606061
3.86944E-4,67.268111708,0.787257071,0.074563566,0.641791045,0.560606061
3.87489E-4,67.500464662,0.787719809,0.073971792,0.641791045,0.560606061
3.88232E-4,67.772078361,0.788349533,0.073281389,0.641791045,0.575757576
3.88772E-4,68.00521627,0.788806905,0.072689614,0.641791045,0.575757576
3.89142E-4,68.277506,0.789118427,0.071999211,0.646766169,0.575757576
3.89599E-4,68.511156406,0.789503732,0.071407437,0.651741294,0.575757576
3.90178E-4,68.784089115,0.789990792,0.070717033,0.651741294,0.575757576
3.90992E-4,69.018509813,0.790673571,0.070125259,0.656716418,0.575757576
3.91386E-4,69.292398761,0.791002984,0.069434856,0.656716418,0.575757576
3.92107E-4,69.527366885,0.791604667,0.068843081,0.656716418,0.575757576
3.926E-4,69.762810001,0.792015229,0.068251307,0.661691542,0.590909091
3.93116E-4,70.077186577,0.792444266,0.067462274,0.661691542,0.590909091
3.93489E-4,70.273835209,0.792753844,0.066969129,0.661691542,0.590909091
3.93994E-4,70.510103595,0.793171952,0.066377355,0.661691542,0.590909091
3.95048E-4,70.825860799,0.794041756,0.065588322,0.661691542,0.590909091
3.9536E-4,71.023468053,0.79429919,0.065095177,0.661691542,0.590909091
3.9568E-4,71.260794764,0.794561923,0.064503403,0.661691542,0.590909091
3.9662E-4,71.538163057,0.795332639,0.063812999,0.661691542,0.590909091
3.97816E-4,71.77661846,0.796309925,0.063221225,0.661691542,0.590909091
3.98646E-4,72.015593175,0.796984411,0.062629451,0.666666667,0.590909091
3.9913E-4,72.334780202,0.797377071,0.061840418,0.666666667,0.590909091
3.99319E-4,72.534402052,0.797530513,0.061347273,0.666666667,0.606060606
3.99888E-4,72.774215769,0.797990574,0.060755499,0.671641791,0.606060606
4.00748E-4,73.014535807,0.798684387,0.060163724,0.671641791,0.606060606
4.01751E-4,73.255320097,0.799490304,0.05957195,0.671641791,0.606060606
4.02828E-4,73.537018715,0.800352471,0.058881547,0.671641791,0.606060606
4.03368E-4,73.772225505,0.800782677,0.058289772,0.671641791,0.621212121
4.04666E-4,74.021285774,0.801814371,0.057697998,0.676616915,0.636363636
4.05178E-4,74.264273547,0.802220234,0.057106223,0.676616915,0.636363636
4.06242E-4,74.548307343,0.80306003,0.05641582,0.676616915,0.636363636
4.06852E-4,74.751609451,0.803540077,0.055922675,0.68159204,0.636363636
4.08012E-4,75.036823203,0.804449307,0.055232271,0.68159204,0.636363636
4.08219E-4,75.281678149,0.804610713,0.054640497,0.686567164,0.636363636
4.08996E-4,75.526995173,0.805217719,0.054048723,0.686567164,0.636363636
4.1031E-4,75.772777872,0.806238188,0.053456948,0.691542289,0.636363636
4.11136E-4,76.019330149,0.806877834,0.052865174,0.696517413,0.651515152
4.12055E-4,76.266267078,0.807586192,0.0522734,0.696517413,0.651515152
4.12829E-4,76.513749867,0.808180876,0.051681625,0.696517413,0.651515152
4.13587E-4,76.761751371,0.808761657,0.051089851,0.701492537,0.651515152
4.1457E-4,77.010179573,0.809511508,0.050498077,0.701492537,0.651515152
4.14999E-4,77.259057572,0.809838327,0.049906302,0.701492537,0.651515152
4.16538E-4,77.508397369,0.81100542,0.049314528,0.706467662,0.651515152
4.1694E-4,77.800145265,0.811309107,0.048624125,0.706467662,0.651515152
4.17624E-4,78.008819149,0.811824518,0.048130979,0.711442786,0.651515152
4.18684E-4,78.259789274,0.812620379,0.047539205,0.711442786,0.651515152
4.20123E-4,78.511455133,0.813695936,0.046947431,0.711442786,0.651515152
4.20806E-4,78.763787597,0.814204407,0.046355656,0.711442786,0.651515152
4.21373E-4,79.016470728,0.81462498,0.045763882,0.71641791,0.651515152
4.23008E-4,79.269742595,0.815833453,0.045172108,0.71641791,0.651515152
4.23796E-4,79.523882888,0.816412691,0.044580333,0.71641791,0.651515152
4.24352E-4,79.77837083,0.816820538,0.043988559,0.721393035,0.651515152
4.25317E-4,80.033279382,0.817526199,0.043396785,0.721393035,0.651515152
4.25756E-4,80.288610723,0.817846553,0.04280501,0.726368159,0.651515152
4.26684E-4,80.501796246,0.818521622,0.042311865,0.726368159,0.651515152
4.27227E-4,80.75798106,0.818915477,0.041720091,0.731343284,0.651515152
4.28189E-4,81.100412603,0.819610648,0.040931058,0.731343284,0.651515152
4.28797E-4,81.271837386,0.820048452,0.040536542,0.731343284,0.651515152
4.29611E-4,81.529380498,0.820633743,0.039944768,0.731343284,0.651515152
4.31098E-4,81.787743418,0.821697275,0.039352993,0.731343284,0.651515152
4.31861E-4,82.003535891,0.822240853,0.038859848,0.731343284,0.651515152
4.32532E-4,82.262830681,0.822717061,0.038268074,0.731343284,0.651515152
4.33093E-4,82.522596646,0.823114708,0.037676299,0.731343284,0.651515152
4.33709E-4,82.782668238,0.823549861,0.037084525,0.731343284,0.651515152
4.34531E-4,83.04314838,0.82412866,0.036492751,0.731343284,0.651515152
4.35566E-4,83.26075937,0.824855494,0.035999605,0.731343284,0.651515152
4.36768E-4,83.522490372,0.825695318,0.035407831,0.756218905,0.666666667
4.37805E-4,83.784834026,0.826416949,0.034816057,0.756218905,0.666666667
4.38882E-4,84.004098346,0.827162736,0.034322912,0.756218905,0.666666667
4.40305E-4,84.267935648,0.828143779,0.033731137,0.76119403,0.666666667
